TIMESTAMP,AirTemperature_Min,AirTemperature_Max,AirTemperature_Avg,Rain_Tot,WindRun_Tot,SolarEnergy_Tot
26/04/2018 9:00,6.885,21.39,13.17,0.114,82.5,9.38
27/04/2018 9:00,9.7,21.01,15.27,0,30.13,6.616
28/04/2018 9:00,14.04,20.6,18.22,2.394,269,6.368
29/04/2018 9:00,17.05,19.13,17.99,27.25,278.8,2.138
30/04/2018 9:00,14.39,22.5,18.45,0.228,190.3,8.18
1/05/2018 9:00,13.84,22,17.45,3.762,127.9,7.062
2/05/2018 9:00,13.67,22.04,17.47,0,209.7,7.565
3/05/2018 9:00,6.238,22.45,14.35,0,84.4,9.15
4/05/2018 9:00,4.734,18.87,11.25,0,7.298,9.38
5/05/2018 9:00,7.814,20.53,13.21,0,1.571,8.6
6/05/2018 9:00,11.07,19.43,14.69,3.99,4.661,5.062
7/05/2018 9:00,11.53,21.1,15.13,0.342,32.35,5.403
8/05/2018 9:00,9.32,19.82,14.9,0,118.3,8.27
9/05/2018 9:00,9.38,20.28,14.61,0,76.74,8.62
10/05/2018 9:00,8.89,21.93,14.81,0.114,83.6,8.89
11/05/2018 9:00,14.28,19.42,16.74,0.114,36.27,6.28
12/05/2018 9:00,16.33,20.66,17.84,4.674,39.2,2.748
13/05/2018 9:00,16.69,18.86,17.56,26.45,24.28,1.7
14/05/2018 9:00,16.13,23.67,18.5,3.192,9.96,5.144
15/05/2018 9:00,16.74,23.54,18.89,0,17.16,6.624
16/05/2018 9:00,14.31,21.66,17.69,0.114,126.6,5.463
17/05/2018 9:00,11.63,21.65,15.48,4.788,61.92,6.387
18/05/2018 9:00,7.823,18.37,12.24,1.368,55.17,6.864
19/05/2018 9:00,8.7,19.33,13.12,0.228,40.8,6.292
20/05/2018 9:00,7.338,19.32,13.22,15.16,53.69,6.656
21/05/2018 9:00,9.65,19.7,14.54,34.77,45.22,7.66
22/05/2018 9:00,10.99,20.2,14.77,3.306,56.9,6.109
23/05/2018 9:00,10.61,19.55,15.01,24.05,90.3,4.748
24/05/2018 9:00,8.23,15.23,10.75,11.17,55,3.44
25/05/2018 9:00,10.86,17.06,13.8,17.67,87.1,5.724
26/05/2018 9:00,6.076,16.56,10.64,10.83,97.4,5.424
27/05/2018 9:00,11.33,16.2,13,3.534,182.4,6.931
28/05/2018 9:00,5.432,17.35,11.21,9.35,128.6,5.661
29/05/2018 9:00,1.196,13.23,7.103,0,146.9,5.069
30/05/2018 9:00,-0.036,14.77,6.228,0,75.56,7.101
31/05/2018 9:00,0.256,15.12,6.523,0.114,64.02,7.212
1/06/2018 9:00,0.702,15.86,7.089,0.114,71.6,6.987
2/06/2018 9:00,8.35,17.07,13.27,0,72.71,6.65
3/06/2018 9:00,13.04,15.92,15.02,11.86,240.4,2.131
4/06/2018 9:00,11.51,16.46,13.81,34.54,56.23,2.362
5/06/2018 9:00,13.72,16.72,14.57,41.95,62.97,1.807
6/06/2018 9:00,9.91,17.16,13.76,0.57,142.6,4.84
7/06/2018 9:00,5.624,13.69,8.48,6.726,49.53,3.225
8/06/2018 9:00,8.11,13.14,10.81,0,182.6,6.885
9/06/2018 9:00,3.775,16.76,9.26,0.228,20.72,6.626
10/06/2018 9:00,6.39,17.7,10.76,0.114,6.338,6.669
11/06/2018 9:00,9.04,14.21,10.92,0,25.65,3.044
12/06/2018 9:00,9.76,12.44,11.32,40.36,318.3,1.934
13/06/2018 9:00,11.82,15.06,13.21,4.902,110.4,3.077
14/06/2018 9:00,6.875,17.26,11.7,1.254,44.28,5.161
15/06/2018 9:00,5.4,18.82,10.53,0.57,47.38,5.911
16/06/2018 9:00,10.66,17.79,13.75,1.824,27.42,5.523
17/06/2018 9:00,9.23,19.84,14.94,7.068,67.61,6.233
18/06/2018 9:00,8.63,18.51,12.46,0,29.34,5.656
19/06/2018 9:00,10.06,19.43,13.51,2.394,71.73,3.553
20/06/2018 9:00,10.76,18.93,13.22,0,66.91,5.686
21/06/2018 9:00,9.26,12.4,10.76,13.45,163.5,1.363
22/06/2018 9:00,3.179,12.04,7.915,2.394,160.2,2.807
23/06/2018 9:00,3.542,15.36,8.41,0.114,56.65,6.25
24/06/2018 9:00,6.128,16.89,10.45,2.964,25.73,4.376
25/06/2018 9:00,9.71,16.43,12.52,36.37,62.43,4.749
26/06/2018 9:00,6.946,13.38,9.52,10.03,55.44,2.927
27/06/2018 9:00,-0.32,12.22,5.435,14.36,101.8,2.522
28/06/2018 9:00,2.239,15.22,7.089,0.798,29.94,6.374
29/06/2018 9:00,5.805,14.77,9.57,3.078,24.36,5.011
30/06/2018 9:00,-0.461,13.26,5.084,0.342,50.66,4.892
1/07/2018 9:00,2.886,15.94,7.874,0,0.321,6.487
2/07/2018 9:00,7.551,13.39,11.42,8.32,39.48,2.379
3/07/2018 9:00,3.664,17.6,10.54,2.166,61.17,5.001
4/07/2018 9:00,-0.624,14.45,6.12,0.114,99.3,6.417
5/07/2018 9:00,2.997,14.55,10.8,0,81.7,6.661
6/07/2018 9:00,4.916,13.81,9.65,0,33.79,3.718
7/07/2018 9:00,3.422,16.14,8.52,0,22.18,6.275
8/07/2018 9:00,5.866,15.2,10.85,0.228,54.13,3.868
9/07/2018 9:00,11.67,17.06,13.8,6.726,192.2,3.695
10/07/2018 9:00,7.38,16.13,12.01,9.12,100.4,4.884
11/07/2018 9:00,3.644,15.84,9.19,3.42,15.68,4.949
12/07/2018 9:00,4.209,16.25,9.46,1.482,28.42,5.203
13/07/2018 9:00,1.814,16.93,8.3,0.114,60.68,5.876
14/07/2018 9:00,7.864,15.13,11.4,0,5.979,5.438
15/07/2018 9:00,12.76,16.23,14.33,40.93,223.7,5.071
16/07/2018 9:00,6.895,13.54,10.83,25.19,3.565,1.265
17/07/2018 9:00,5.562,17.56,11.06,0.342,9.94,6.5
18/07/2018 9:00,5.27,18.8,10.53,0.114,11.07,6.102
19/07/2018 9:00,7.419,16.98,11.57,0.684,0.194,5.285
20/07/2018 9:00,4.624,17.12,10.87,1.482,8.55,4.977
21/07/2018 9:00,4.31,17.13,10.03,0.114,3.888,6.32
22/07/2018 9:00,7.46,16.86,13.41,6.726,14.91,4.337
23/07/2018 9:00,4.219,16.71,9.9,1.596,9,3.755
24/07/2018 9:00,2.43,15.37,7.769,1.596,7.919,6.632
25/07/2018 9:00,1.228,15.64,6.886,0.114,5.087,5.581
26/07/2018 9:00,8.43,16.04,12.63,2.052,33.02,7.014
27/07/2018 9:00,2.643,17.85,9.67,0.228,37.09,4.434
28/07/2018 9:00,5.986,15.41,11.53,4.788,14.18,5.012
29/07/2018 9:00,6.37,17.17,11.25,2.166,23.5,6.825
30/07/2018 9:00,9.42,17.31,12.41,2.85,67.81,6.79
31/07/2018 9:00,2.38,15.95,8.94,0,12.49,7.305
1/08/2018 9:00,6.673,16.67,11.34,0,25.54,5.597
2/08/2018 9:00,4.594,17.81,10.63,1.14,0.266,6.264
3/08/2018 9:00,8.94,17.54,11.9,4.788,3.995,6.064
4/08/2018 9:00,2.572,16.65,8.44,0.228,0.282,5.214
5/08/2018 9:00,8.28,16.37,11.34,0.114,24.47,7.936
6/08/2018 9:00,5.078,14.77,9.86,3.192,14.95,4.773
7/08/2018 9:00,5.643,17.52,10.95,0,10.28,6.322
8/08/2018 9:00,10.14,18.51,13.56,0,4.151,6.703
9/08/2018 9:00,7.106,15.32,11.61,9.69,31.41,3.03
10/08/2018 9:00,3.36,17.14,9.86,0,66.73,6.912
11/08/2018 9:00,6.662,18.16,11.17,0,105.6,8.91
12/08/2018 9:00,4.532,18.07,10.76,0,64.4,8.47
13/08/2018 9:00,5.34,18.71,10.53,0,34.49,7.992
14/08/2018 9:00,8.4,17.37,12.39,14.93,175.1,7.095
15/08/2018 9:00,9.54,15.56,11.96,14.36,188.6,6.9
16/08/2018 9:00,9.92,16.9,12.58,0.912,169.4,7.429
17/08/2018 9:00,12.1,18.37,14.75,9.8,112.2,7.662
18/08/2018 9:00,7.268,16.42,11.26,9.23,62.97,5.193
19/08/2018 9:00,2.046,16.22,8.31,0.342,92.1,9.05
20/08/2018 9:00,6.512,15.74,11.55,0.114,86.2,8.29
21/08/2018 9:00,8.38,16.63,12.31,8.21,100.7,4.679
22/08/2018 9:00,8.37,14.71,10.61,7.068,117,5.705
23/08/2018 9:00,9.16,15.69,11.39,14.82,99.8,3.561
24/08/2018 9:00,5.038,16.53,9.52,3.42,86.1,8.23
25/08/2018 9:00,6.936,15.64,10.85,2.622,137.7,8.52
26/08/2018 9:00,9.18,16.44,12.39,0.342,162,8.14
27/08/2018 9:00,5.986,15.92,10.98,0,88.9,6.568
28/08/2018 9:00,5.018,17.61,10.41,0,30.07,7.123
29/08/2018 9:00,12.08,17.74,14.23,27.25,252.4,8.79
30/08/2018 9:00,7.672,18.38,12.46,5.13,80.6,7.657
31/08/2018 9:00,4.633,17.34,10.9,0.114,97.2,10.4
1/09/2018 9:00,5.482,19.16,11.04,0.114,44.18,10.46
2/09/2018 9:00,10.7,18.23,13.9,8.89,97.5,9.34
3/09/2018 9:00,7.076,16.76,12.21,13.11,146.9,5.078
4/09/2018 9:00,2.37,14.51,8.28,0.798,44.24,7.967
5/09/2018 9:00,6.694,14.09,10.37,0,225.6,9.42
6/09/2018 9:00,9.08,17.05,11.92,2.508,202.5,7.241
7/09/2018 9:00,8.83,13.89,10.49,8.09,266.5,6.07
8/09/2018 9:00,9.48,16.53,12.15,0,326.4,10.72
9/09/2018 9:00,8.95,18.81,12.35,0,294,11.54
10/09/2018 9:00,9.69,16.53,12.05,0,143.3,9.06
11/09/2018 9:00,10.8,16.79,12.61,0.684,132.7,7.054
12/09/2018 9:00,4.856,19.71,11.63,0,103,10.85
13/09/2018 9:00,5.805,18.33,12.18,0,103.3,10.14
14/09/2018 9:00,11.91,16,13.23,0,183.8,7.937
15/09/2018 9:00,11.17,17.78,13.79,0,202.2,8.75
16/09/2018 9:00,10.95,20.76,15.08,0,116.2,10.49
17/09/2018 9:00,13.27,18.25,15.29,0.57,214.3,10.05
18/09/2018 9:00,11.82,20.47,15.86,0.228,187.5,9.76
19/09/2018 9:00,13.5,17.41,15.1,10.94,200.6,3.801
20/09/2018 9:00,11.63,18.49,15.01,0,216.3,8.58
21/09/2018 9:00,11.7,22.15,15.73,0,141.1,11.39
22/09/2018 9:00,11.01,19.14,13.86,0,89.3,6.879
23/09/2018 9:00,6.743,18.62,12.35,0,127.3,10.06
24/09/2018 9:00,10.66,18.22,13.93,0,189.2,14.67
25/09/2018 9:00,8.09,17.89,12.47,7.866,161.4,11.1
26/09/2018 9:00,9.26,15.03,11.26,6.27,189.1,12.05
27/09/2018 8:00,9.21,15.9,11.76,1.482,129,8.74
28/09/2018 8:00,3.866,16.97,10.74,0,112.5,12.32
29/09/2018 8:00,3.198,17.51,9.84,0,110.3,13.62
30/09/2018 8:00,1.954,18.11,9.71,0,81.8,12.66
1/10/2018 8:00,8.65,19.41,13.42,0,75.43,15.32
2/10/2018 8:00,12.48,18.63,14.86,2.964,82.8,7.694
3/10/2018 8:00,6.269,19.22,12.33,1.482,84.4,10.38
4/10/2018 8:00,8.88,19.73,13.31,0,50.22,10.03
5/10/2018 8:00,7.036,18.67,12.82,0.114,77.05,11.27
6/10/2018 8:00,8.98,20.68,14.1,0,153,17.15
7/10/2018 8:00,9.36,21.02,15.41,0,145.3,17.05
8/10/2018 8:00,10.95,19.74,14.47,0,127,10.27
9/10/2018 8:00,4.522,20.1,11.95,0,113.4,17.25
10/10/2018 8:00,5.3,19.07,11.94,0.114,126.1,14.85
11/10/2018 8:00,4.805,18.4,11.24,0,73.83,13.19
12/10/2018 8:00,11.12,18.88,14.9,25.08,173.8,9.07
13/10/2018 8:00,6.613,16.79,11.6,1.368,185.5,10.35
14/10/2018 8:00,4.138,16.02,10.8,0,249.4,16.99
15/10/2018 8:00,4.25,18.94,11.54,0,160.9,17.17
16/10/2018 8:00,4.734,21.32,12.82,0,123.1,17.51
17/10/2018 8:00,11.53,17.76,13.5,0,168.8,11.01
18/10/2018 8:00,10.99,16.58,13.4,0.57,200.1,11.59
19/10/2018 8:00,7.157,19.19,12.92,0,149.9,17.96
20/10/2018 8:00,5.604,21.21,13.54,0,112.4,19.66
21/10/2018 8:00,10.16,22.7,16.01,0,93.2,14.11
22/10/2018 8:00,8.51,22.99,14.76,0,101.8,10.98
23/10/2018 8:00,7.178,20.82,14.22,0,103.3,13.8
24/10/2018 8:00,7.178,22.17,14.48,0,109.1,17.33
25/10/2018 8:00,9.25,20.61,15.17,0,90.5,11.26
26/10/2018 8:00,13.76,21.08,16.65,3.192,137.4,12.35
27/10/2018 8:00,8.2,20.18,13.87,0,143.2,18.13
28/10/2018 8:00,13.94,21.34,16.8,16.53,130.1,13.73
29/10/2018 8:00,10.35,20.88,15.12,0.912,98.5,13.09
30/10/2018 8:00,10.91,19.04,14.29,18.35,140.1,12.94
31/10/2018 8:00,9.3,16.34,13.1,7.182,122.5,9.85
1/11/2018 8:00,11.74,20.87,15.39,2.28,158.2,18.22
2/11/2018 8:00,10.69,16.95,13.27,1.368,355.6,17.45
3/11/2018 8:00,11.33,19.18,14.67,0,187.6,19.83
4/11/2018 8:00,14.48,18.96,16.7,12.43,240.7,7.263
5/11/2018 8:00,10.77,20.13,15.3,0,183.1,21.95
6/11/2018 8:00,10.56,19.3,14.8,0,169.9,13.85
7/11/2018 8:00,7.318,22.35,14.36,0,108.7,17.53
8/11/2018 8:00,16.22,22.76,18.7,0.228,77.07,17.5
9/11/2018 8:00,14.73,21.84,18.08,0.456,77.8,7.485
10/11/2018 8:00,11.51,24.06,17,6.156,198.6,12.23
11/11/2018 8:00,6.895,19.62,13.3,0,140.8,22.52
12/11/2018 8:00,12.74,21.09,15.88,14.36,88.2,13.19
13/11/2018 8:00,8.47,21.14,14.6,0,130.1,17.4
14/11/2018 8:00,11.26,21.44,16.23,0,172.2,21.9
15/11/2018 8:00,10.92,22.7,17,0,161.1,19.42
16/11/2018 8:00,9.39,22.63,16.28,0,130.2,24.91
17/11/2018 8:00,9.15,23.09,16.01,0,81.2,20.06
18/11/2018 8:00,9.82,22.27,16.19,0,80.1,13.58
19/11/2018 8:00,13.63,22.72,17.24,5.472,83.7,15.27
20/11/2018 8:00,5.028,18.73,12.02,1.368,136.3,15.58
21/11/2018 8:00,4.29,16.96,10.33,6.612,68.8,12.68
22/11/2018 8:00,7.984,17.75,12.29,10.03,84.9,13.77
23/11/2018 8:00,6.098,20.58,13.29,0,120.2,20.08
24/11/2018 8:00,15.61,22.27,18.08,15.62,224.2,22.58
25/11/2018 8:00,15.62,19.44,17.07,9.23,133.9,8.13
26/11/2018 8:00,10.95,23.51,16.49,17.33,87.2,10.97
27/11/2018 8:00,14.77,23.47,18.27,8.89,68.78,19.61
28/11/2018 8:00,15.73,23.04,18.41,0,122.7,12.78
29/11/2018 8:00,12.32,25.42,18.4,0.114,115.2,21.04
30/11/2018 8:00,17.25,24.54,19.79,0,149.9,16.24
1/12/2018 8:00,16.56,22.11,18.63,2.508,342,10.98
2/12/2018 8:00,16.85,20.38,18.48,1.482,263.6,8.71
3/12/2018 8:00,16.56,23.84,19.78,0.798,243.9,20.63
4/12/2018 8:00,16.57,20.96,18.15,0.228,139.2,7.837
5/12/2018 8:00,14.49,22.59,17.77,0.684,121.7,15.5
6/12/2018 8:00,12.08,21.91,16.29,0,116.3,18.73
7/12/2018 8:00,9.69,19.2,14.3,0,151.6,19.36
8/12/2018 8:00,12.76,21.25,16.97,0,238.4,25.38
9/12/2018 8:00,14.86,22.65,18.02,0,277.4,24.55
10/12/2018 8:00,15.81,22.83,18.28,0,289.2,20.96
11/12/2018 8:00,12.46,23.4,17.93,0,168.4,17.28
12/12/2018 8:00,15.52,25.16,18.77,0,81.8,15.94
13/12/2018 8:00,15.86,23.98,18.83,0,50.68,13.14
14/12/2018 8:00,16.55,24.06,19.84,0,85.4,15.13
15/12/2018 8:00,14.57,24.85,18.65,4.674,135.5,17.25
16/12/2018 8:00,13.97,24.24,19.5,0,106.5,22.84
17/12/2018 8:00,15.1,27.49,20,2.394,38.54,14.59
18/12/2018 8:00,14.89,26.07,20.95,0,85,22.72
19/12/2018 8:00,15.08,26.42,20.51,0,152.3,25.06
20/12/2018 8:00,16.44,24.47,19.89,21.32,160.6,17.11
21/12/2018 8:00,13.61,23.13,17.76,11.29,95.3,14.81
22/12/2018 8:00,13.14,21.83,17.69,1.254,119.4,15.93
23/12/2018 8:00,16.69,25.2,19.63,3.192,96.9,14.29
24/12/2018 8:00,18.68,21.39,19.47,41.15,113.7,5.266
25/12/2018 8:00,16.56,20.6,18.85,63.73,162.4,4.818
26/12/2018 8:00,16.39,21.53,17.88,15.39,188.6,10.46
27/12/2018 8:00,15.2,23.29,18.56,0,288.6,20.06
28/12/2018 8:00,14.13,23.1,18.01,0,223.8,26.62
29/12/2018 8:00,13.23,24.35,18.72,0,147.6,26.06
30/12/2018 8:00,12.54,25.09,19.43,0,92.8,19.63
31/12/2018 8:00,15.82,25.81,20.23,0,115.2,24.37
1/01/2019 8:00,17.82,23.15,20.22,0,161.8,11.38
2/01/2019 8:00,18.59,24.4,20.86,0,202.4,13.68
3/01/2019 8:00,14.79,25.86,20.47,0,161.3,24.07
4/01/2019 8:00,19.06,24.92,21.79,0,160.8,14
5/01/2019 8:00,14.58,24.72,19.84,0,289.4,25.26
6/01/2019 8:00,12.5,27.05,19.65,0,142.9,24.54
7/01/2019 8:00,14.89,25.7,20.39,0,174.7,25.41
8/01/2019 8:00,18.93,27.02,22.4,0,230.4,23.34
9/01/2019 8:00,14.45,26.17,20.69,0,204.9,25.7
10/01/2019 8:00,17.53,26.22,21.61,0,122,21.57
11/01/2019 8:00,16.58,28.38,22.55,0,73.88,20
12/01/2019 8:00,17.93,30.07,23.01,0,210.1,23.81
13/01/2019 8:00,17.83,27.76,22.35,0,144.7,22.82
14/01/2019 8:00,15.65,26.74,21.19,2.964,121.6,18.32
15/01/2019 8:00,12.53,23.81,16.93,18.81,116.1,14.5
16/01/2019 8:00,13.96,22.13,18.41,0,187.9,15.26
17/01/2019 8:00,18.04,25.09,20.94,0,294.2,22.16
18/01/2019 8:00,17.25,25.71,20.63,0,226,20.31
19/01/2019 8:00,18.64,25.04,21.3,0,123,11.53
20/01/2019 8:00,19.48,27.5,22.93,0,146.8,22.4
21/01/2019 8:00,16.13,25.44,19.73,1.026,196.5,18.02
22/01/2019 8:00,17.58,25.88,20.79,0,242.1,18.47
23/01/2019 8:00,16.28,25.27,20.41,0,257,22.35
24/01/2019 8:00,19.7,26.46,21.97,0.57,185.5,17.59
25/01/2019 8:00,15.2,23.51,18.71,3.648,212.4,16.82
26/01/2019 8:00,14.21,25.88,19.66,0,188.9,22.07
27/01/2019 8:00,13.92,25.5,18.77,0,122.5,16.91
28/01/2019 8:00,19.15,26.97,21.54,3.876,166.9,13.01
29/01/2019 8:00,19.01,27.48,22.4,0.114,285.8,21.07
30/01/2019 8:00,19.48,31.23,23.95,0,142.9,20.77
31/01/2019 8:00,17.92,29.02,22.93,0,123.4,24.05
1/02/2019 8:00,14.96,27.24,21.6,0,124.1,22.6
2/02/2019 8:00,14.31,26.91,20.22,0.228,77.33,12.59
3/02/2019 8:00,18.19,27.78,21.88,0,160.8,16.63
4/02/2019 8:00,15.26,26.28,20.87,0,146.2,17.83
5/02/2019 8:00,13.79,28,20.84,0,104,23.6
6/02/2019 8:00,13.72,29.47,21,0,101.2,17.83
7/02/2019 8:00,17.89,29.47,22.71,0.228,205,21.47
8/02/2019 8:00,15.76,22.71,18.92,0,92.2,10.43
9/02/2019 8:00,15.35,26.18,20.19,0,154,19.1
10/02/2019 8:00,14.23,26.95,20.17,0.114,151,16.51
11/02/2019 8:00,13.78,27.87,20.91,0,110.7,20.31
12/02/2019 8:00,14.45,29.86,21.73,0,126.9,21.68
13/02/2019 8:00,14.71,28.89,21.26,0.114,135,17.5
14/02/2019 8:00,14.03,28.62,21.53,0,181.7,21.44
15/02/2019 8:00,15.06,30.14,22.55,0,83.4,20.28
16/02/2019 8:00,17.38,29.5,21.93,0,292.9,20.15
17/02/2019 8:00,13.51,26.41,19.83,0,230.3,20.41
18/02/2019 8:00,15.23,27.35,20.82,3.42,161.5,19.43
19/02/2019 8:00,13.99,26.47,19.56,0,150.1,16.87
20/02/2019 8:00,14.19,28.16,20.52,0,100.6,17.7
21/02/2019 8:00,20.48,27.42,22.68,0,118,13.38
22/02/2019 8:00,19.56,27.22,23.14,2.85,224.8,12.54
23/02/2019 8:00,19.48,23.61,20.69,16.76,129.1,5.079
24/02/2019 8:00,15.29,21.92,18.37,3.762,132.1,7.589
25/02/2019 8:00,12.52,25.18,16.97,0.114,197,16.99
26/02/2019 8:00,10.22,25.22,17.41,0,226.8,19.58
27/02/2019 8:00,10.1,26.73,17.44,0,146.7,20.24
28/02/2019 8:00,14.7,25.49,19.3,0.456,169.8,19.36
1/03/2019 8:00,15.09,24.45,19.08,0,212.5,18.35
2/03/2019 8:00,11.13,24.03,17.66,0,107.4,9.89
3/03/2019 8:00,9.02,26.6,17.44,0,77.21,19.56
4/03/2019 8:00,11.33,28.52,19.11,0,107.5,19.14
5/03/2019 8:00,15.68,26.34,19.71,0,134,17.05
6/03/2019 8:00,10.67,25.13,18.18,0,114.6,17.98
7/03/2019 8:00,12.09,28.88,19.36,0,20.64,17.72
7/03/2019 8:00,12.09,28.88,19.36,0,20.64,17.72
8/03/2019 8:00,16.57,25.56,20.64,6.498,65.45,11.52
9/03/2019 8:00,11.05,23.05,15.52,20.06,21.17,4.525
10/03/2019 8:00,12.38,21.01,16.33,19.15,64.45,9.94
11/03/2019 8:00,11,25.26,17.61,0,108.5,15.59
12/03/2019 8:00,14.98,27,19.81,0,44.12,16.22
13/03/2019 8:00,14.04,26.18,19.49,0,35.66,12.91
14/03/2019 8:00,13.69,26.17,20.05,0,42.32,13.94
15/03/2019 8:00,14.92,28.63,20.62,0,65.09,13.51
16/03/2019 8:00,15.93,26.57,20.62,0,98.5,15
17/03/2019 8:00,16.57,27.78,20.94,0,40.35,9.9
18/03/2019 8:00,18.74,28.24,22.3,0,82.6,14.63
19/03/2019 8:00,18.12,26.58,20.64,3.306,56.61,10.21
20/03/2019 8:00,14.79,20.39,17.52,0.342,25.91,3.5
21/03/2019 8:00,12.59,24.49,18.21,0,22.78,7.785
22/03/2019 8:00,15.83,26.47,20.53,0,62.39,15.14
23/03/2019 8:00,13.04,28.06,19.41,0,45.97,9.58
24/03/2019 8:00,14.15,27.01,19.46,0,86.6,14.15
25/03/2019 8:00,15.41,24.23,19.81,0,67.39,7.969
26/03/2019 8:00,12.78,25.42,19.38,0,109.4,13.57
27/03/2019 8:00,13.6,25.94,19.66,0,125.1,14.31
28/03/2019 8:00,17.63,24.86,20.59,6.954,99.2,9.02
29/03/2019 8:00,16.87,22.61,19.41,0.114,46.9,5.278
30/03/2019 8:00,18.17,26.82,21.01,0,102.5,12.17
31/03/2019 8:00,17.82,25.1,20.37,0,98,8.02
1/04/2019 8:00,19.65,25.7,21.77,20.06,257.9,9.98
2/04/2019 8:00,16.28,22.71,19.44,25.08,122.8,4.65
3/04/2019 8:00,11.33,22.78,16.51,0,210.9,12.46
4/04/2019 8:00,12.42,19.28,15.85,0.57,32.4,6.579
5/04/2019 9:00,9.88,24.22,16.36,0,91.1,13.41
6/04/2019 9:00,13.67,23.33,17.25,24.51,98.4,11.06
7/04/2019 9:00,10.12,17.28,13.48,2.166,27.14,6.468
8/04/2019 9:00,6.613,19.94,13.33,0.456,106.1,11.72
9/04/2019 9:00,10.72,21.34,16.65,0,165.7,12.42
10/04/2019 9:00,6.996,23.23,14.55,0,84.2,11.83
11/04/2019 9:00,8.86,24.09,15.72,0,5.084,11.15
12/04/2019 9:00,13.15,21.9,15.76,15.96,22.47,6.932
13/04/2019 9:00,8.6,21.19,13.94,1.938,35.95,9.3
14/04/2019 9:00,4.088,18.9,11.27,0,72.26,11.25
15/04/2019 9:00,6.248,22.09,13.16,0.228,38.42,10.33
16/04/2019 9:00,6.471,22.61,13.29,0,12.07,10.5
17/04/2019 9:00,8.68,22.57,14.18,0.114,3.126,11.12
18/04/2019 9:00,9.51,22.17,14.83,0,2.954,10.73
19/04/2019 9:00,7.722,22.15,14.15,0,0.48,10.84
20/04/2019 9:00,5.906,22.48,13.25,0,1.179,9.94
21/04/2019 9:00,6.421,23.99,14.14,0,1.129,10.95
22/04/2019 9:00,14.88,22.48,17.91,2.166,109.6,9.89
23/04/2019 9:00,10.72,17.45,13.39,17.21,8.06,3.309
24/04/2019 9:00,8.12,19.66,12.97,15.62,12.24,6.849
25/04/2019 9:00,14.35,21.62,17.26,0,186.3,9.9
26/04/2019 9:00,14.54,22.49,17.51,0,123.6,8.59
27/04/2019 9:00,10.63,21.34,15.64,0,72.88,4.499
28/04/2019 9:00,12.3,22.93,16.58,0.456,26.94,8.31
29/04/2019 9:00,8.15,19.71,13.66,3.078,14.08,4.613
30/04/2019 9:00,11.31,19.4,14.42,4.674,97.1,5.752
1/05/2019 9:00,3.239,19.68,11.23,0,112.5,9.44
2/05/2019 9:00,3.482,18.62,10.26,0,70.66,9.36
3/05/2019 9:00,9.03,19.42,15.32,0.456,110.2,8.19
4/05/2019 9:00,7.178,21.95,13.82,0.228,64.66,8.07
5/05/2019 9:00,7.409,22.09,13.62,0.114,19.62,8.19
6/05/2019 9:00,10.04,22.47,14.41,0.114,23,7.744
7/05/2019 9:00,10.94,20.04,14.6,0.114,11.27,5.557
8/05/2019 9:00,11.84,20.82,15.24,0,45.71,6.601
9/05/2019 9:00,9.81,21.61,15.04,0,59.24,7.421
10/05/2019 9:00,15.54,21.86,17.94,5.13,101.8,7.542
11/05/2019 9:00,10.12,23.72,15.29,0.342,4.557,7.755
12/05/2019 9:00,13.25,21.32,17.11,0.342,17.65,6.199
13/05/2019 9:00,14.45,20.34,17.21,22,249.6,2.829
14/05/2019 9:00,9.38,19.18,13.79,0.228,144,6.08
15/05/2019 9:00,8.62,17.96,13.14,0.456,18.94,4.575
16/05/2019 9:00,13.73,20.83,16.1,2.166,94.3,6.164
17/05/2019 9:00,13.26,19.52,15.64,2.166,177.4,6.341
18/05/2019 9:00,7.48,18.71,12.37,0.684,88.1,6.159
19/05/2019 9:00,11.01,19.11,14.02,2.85,42.07,6.268
20/05/2019 9:00,10.38,19.82,14.18,1.938,98.1,5.402
21/05/2019 9:00,12.74,17.83,14.52,0,115.7,4.377
22/05/2019 9:00,12.39,17.44,14.09,0,56.29,4.327
23/05/2019 9:00,10.51,19.24,13.57,2.394,50.78,4.808
24/05/2019 9:00,8.85,18.88,13.23,0.114,58.03,5.68
25/05/2019 9:00,6.774,20.2,13.13,0.114,19.24,6.571
26/05/2019 9:00,7.944,20.4,12.8,0.114,21.48,6.543
27/05/2019 9:00,12.02,20.79,15.27,0,17.82,4.818
28/05/2019 9:00,10.72,20.85,16.04,3.534,74.55,3.791
29/05/2019 9:00,12.01,20.31,16.18,6.726,110.5,3.732
30/05/2019 9:00,5.532,20.41,12.06,0,8.31,6.81
31/05/2019 9:00,11.82,21.23,16.73,14.25,28.01,5.951
1/06/2019 9:00,9.46,15.62,12.17,16.07,12.69,2.327
2/06/2019 9:00,5.148,15.38,9.84,12.54,15.02,4.634
3/06/2019 9:00,1.763,14.8,8.73,0.114,97.7,6.516
4/06/2019 9:00,4.411,16.98,9.56,0,0,6.138
5/06/2019 9:00,10.29,15.94,13.25,1.254,30.47,3.535
6/06/2019 9:00,10.02,16.26,13.14,31.12,114.7,1.816
7/06/2019 9:00,9.05,15.72,11.99,11.97,61.89,4.341
8/06/2019 9:00,9.44,15.33,12.42,10.83,237.6,3.269
9/06/2019 9:00,7.178,17.2,13.53,1.14,256.5,4.16
