TIMESTAMP,AirTemperature_Avg
26/07/2019 9:00,11.99
27/07/2019 9:00,12.88
28/07/2019 9:00,11.31
29/07/2019 9:00,12.25
30/07/2019 9:00,13.58
31/07/2019 9:00,12.24
1/08/2019 9:00,8.17
2/08/2019 9:00,10.49
3/08/2019 9:00,10.85
4/08/2019 9:00,11.91
5/08/2019 9:00,10.44
6/08/2019 9:00,9.5
7/08/2019 9:00,9.79
8/08/2019 9:00,12.2
9/08/2019 9:00,12.87
10/08/2019 9:00,12.61
11/08/2019 9:00,14.78
12/08/2019 9:00,13.33
13/08/2019 9:00,12.57
14/08/2019 9:00,12.29
15/08/2019 9:00,10.76
16/08/2019 9:00,10.85
17/08/2019 9:00,11.13
18/08/2019 9:00,12.22
19/08/2019 9:00,6.512
20/08/2019 9:00,10.97
21/08/2019 9:00,12.14
22/08/2019 9:00,12.61
23/08/2019 9:00,11.44
24/08/2019 9:00,9.64
25/08/2019 9:00,12.83
26/08/2019 9:00,13.66
27/08/2019 9:00,12.46
28/08/2019 9:00,10.45
29/08/2019 9:00,9.62
30/08/2019 9:00,10.45
31/08/2019 9:00,13.02
1/09/2019 9:00,10.34
2/09/2019 9:00,10.75
3/09/2019 9:00,13.87
4/09/2019 9:00,14.85
5/09/2019 9:00,15.49
6/09/2019 9:00,13.75
7/09/2019 9:00,10.92
8/09/2019 9:00,12.35
9/09/2019 9:00,13.48
10/09/2019 9:00,12.79
11/09/2019 9:00,11.11
12/09/2019 9:00,11.72
